DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	NRO_ENCUESTA	ORDEN	P5000	P5010	P5016	P5016S5	P5016S6	P5016S2	P5016S3	P5016S4	P5666	P8526	P5022	P5024	P5030	P5041	P5046	P5046S1	P5046S1A1	P5046S1A2	P5046S1A3	P5046S1A4	P5046S1A5	P5046S1A6	P5046S1A7	P5012	P5012S1	P5012S2	P5012S3	P5012S4	P5012S5	P5012S6	P5012S7	P8530	P5047	P5069	P764	P8534	P8536	P1698	P1698S1	P5305	CANT_PERSONAS_HOGAR	I_HOGAR	I_UGASTO	PERCAPITA	I_OU	LLAVEHOG	FEX_C
5009760	1	1	591	1	3	2						1	1	1	1	1	1	1	2										1	1	1	2	1	2	2	1	1	4	1		2	2		2	3	1205000	1205000	401666.666666667	0	50097601	1253.19991787764
5009761	1	1	591	1	4	2						1	1	1	1	1	1	1	2										1	1	1	2	2	1	2	1	1	1	1		2	2		2	3	2150000	2150000	716666.666666667	0	50097611	489.92442912253
5009762	1	1	591	1	5	1						1	1	1	1	1	1	1	2										1	1	2	1	2	1	1	1	1	2	3		2	2		2	2	1100000	1100000	550000	0	50097621	1220.16931936336
5009763	1	1	591	1	3	1						1	1	1	1	1	1	1	2										1	1	2	2	2	1	2	1	1	2	1		2	2		2	2	362500	362500	181250	0	50097631	1247.48810820385
5009764	1	1	591	1	4	1						1	1	1	1	1	1	1	1				1	1					1	1	2	2	1	1	2	1	2	1	1		2	2		2	1	1021955	1021955	1021955	0	50097641	1194.81931454906
5009765	1	1	591	1	4	3						1	1	1	1	1	1	1	1		1		1	1					1	1	1	2	2	1	2	1	1	1	1		2	2		2	4	1028000	1028000	257000	0	50097651	500.205615938328
5009767	1	1	591	1	3	1						1	1	1	1	1	1	1	2										1	1	2	2	2	2	2	1	1	2	1		2	2		2	1	800000	800000	800000	0	50097671	600.526713495204
5009768	1	1	591	1	3	2						1	2	1	1	1	1	1	2										1	1	1	2	2	2	2	1	1	2	1		4	2		2	2	1117500	1117500	558750	0	50097681	734.869517282426
5009769	1	1	591	1	3	2				1	1		1	1	1	1	1	1	1		1		1	1		1	1		1	1	1	1	2	1	2	1	1	2	1		2	2		2	3	2800682.91666667	2800682.91666667	933560.972222222	0	50097691	1162.56867848726
5009770	1	1	591	1	4	1						1	2	1	1	1	1	1	2										2	1	1	1	2	2	2	2	1	1	1		4	2		2	2	900000	900000	450000	0	50097701	142.521367302028
5009771	1	1	591	1	5	2						1	2	1	2	1	1	1	2										1	1	1	2	1	2	2	2	1	2	1		4	2		2	3	1789455	1789455	596485	0	50097711	310.107966312894
5009772	1	1	591	1	3	2						1	2	1	1	1	1	1	1			1	1						1	1	2	2	2	2	2	2	1	1	1		4	2		2	3	1418910	1418910	472970	0	50097721	322.489482199861
5009773	1	1	591	1	5	1						1	2	1	1	1	1	1	2										1	1	1	2	2	2	2	2	1	2	1		4	2		2	2	1050000	1050000	525000	0	50097731	369.63756894188
5009774	1	1	591	1	4	2						1	2	1	1	1	1	1	2										1	1	1	2	2	2	2	2	1	4	1		4	2		2	3	840000	840000	280000	0	50097741	444.782262584044
5009775	1	1	591	1	3	2						1	1	1	1	1	1	1	2										1	1	1	1	2	1	2	1	1	2	1		2	2		1	3	405000	405000	135000	0	50097751	681.734676204266
5009776	1	1	591	1	3	1						1	2	1	1	1	1	1	2										1	1	2	2	1	2	2	1	1	2	1		4	2		2	1	108333.333333333	108333.333333333	108333.333333333	0	50097761	597.409657274532
5009777	1	1	591	1	4	2						1	1	1	1	1	1	1	1		1	1	1	1					1	1	2	1	1	2	2	1	1	1	1		2	2		2	3	608333.333333333	608333.333333333	202777.777777778	0	50097771	636.419056509074
5009778	1	1	591	1	2	1						1	1	1	2	1	2	1	1				1	1					1	1	2	1	1	2	2	1	1	1	1		4	1	6	1	1	100000	100000	100000	0	50097781	600.526713495204
5009779	1	1	591	1	6	3						1	2	1	1	2	1	1	2										1	1	1	2	1	2	2	2	1	2	1		4	2		2	5	2399455	2399455	479891	0	50097791	1021.79002760037
5009780	1	1	591	1	4	2						1	2	1	1	1	1	1	1				1			1	1		1	1	1	1	1	2	2	2	1	2	1		4	1	6	2	3	620000	620000	206666.666666667	0	50097801	285.042734604057
5009781	1	1	591	1	5	3						1	1	1	1	1	1	1	1					1					1	1	2	2	1	2	2	1	1	1	1		2	2		1	3	1176121.66666667	1176121.66666667	392040.555555556	0	50097811	497.349711101433
5009782	1	1	591	1	3	2						1	1	1	1	1	1	1	1			1	1	1					1	1	1	2	2	1	2	1	1	2	1		2	2		2	3	1358666.66666667	1358666.66666667	452888.888888889	0	50097821	721.45893640836
5009783	1	1	591	1	1	1			1				2	1	1	1	1	1	1		1								2	1	2	1	1	2	2	2	1	1	1		4	1	6	2	3	250000	250000	83333.3333333333	0	50097831	155.053983156447
5009784	1	1	591	1	3	2						1	2	1	1	1	1	1	1		1		1						1	1	1	1	2	2	2	2	1	1	1		4	2		2	3	1230000	1230000	410000	0	50097841	261.043909152148
5009785	1	1	591	1	4	3						1	2	1	1	1	1	1	1		1								1	1	1	2	1	2	2	2	1	2	1		4	1	6	2	4	1772700	1772700	443175	0	50097851	207.29647810436
5009786	1	1	591	1	3	2						1	1	1	1	1	1	1	1				1	1					1	1	1	1	2	2	2	1	1	2	1		2	2		2	3	370833.333333333	370833.333333333	123611.111111111	0	50097861	1805.45369058104
5009787	1	1	591	1	4	3						1	1	1	1	1	1	1	2										2	1	1	2	2	2	2	1	1	2	1		2	2		2	4	1310000	1310000	327500	0	50097871	1521.88552545209
5009788	1	1	591	1	4	1						1	2	1	1	1	1	1	1		1	1	1	1					1	1	1	1	1	1	2	2	1	1	1		4	2		2	2	1073333.33333333	1073333.33333333	536666.666666667	0	50097881	394.873633740414
5009789	1	1	591	1	4	2						1	2	1	1	1	1	1	2										1	1	1	2	1	2	2	2	1	1	1		4	2		2	4	936909.583333333	936909.583333333	234227.395833333	0	50097891	255.99690574717
5009790	1	1	591	1	3	1						1	2	1	1	1	1	1	2										1	1	1	1	2	2	2	2	1	2	1		4	2		2	1	824609.583333333	824609.583333333	824609.583333333	0	50097901	257.37788549069
5009791	1	1	591	1	2	1						1	2	1	1	1	1	1	2										1	1	2	2	2	2	2	1	1	1	1		4	2		2	1	625000	625000	625000	0	50097911	781.794622377365
5009792	1	1	591	1	3	1						1	2	1	1	1	1	1	2										2	1	1	2	2	2	2	2	1	1	1		4	2		2	1	789700	789700	789700	0	50097921	255.277933289564
5009793	1	1	591	1	6	2			1				2	1	1	1	1	1	2										2	1	1	2	1	2	2	2	1	2	1		4	2		2	3	475000	475000	158333.333333333	0	50097931	142.521367302028
5009794	1	1	591	1	3	1						1	2	1	1	1	1	1	2										1	1	1	1	1	2	2	2	1	2	1		4	2		2	1	541666.666666667	541666.666666667	541666.666666667	0	50097941	255.277933289564
5009795	1	1	591	1	4	2				1	1		1	1	1	1	1	1	2										1	1	2	1	1	1	2	1	2	2	1		2	2		1	2	1500000	1500000	750000	0	50097951	1022.15760223877
5009796	1	1	591	1	4	2			1	1	1		1	1	1	1	1	1	2										1	1	2	2	2	1	2	1	2	4	1		2	2		2	4	1439500	1439500	359875	0	50097961	1046.54103291721
5009797	1	1	591	1	3	2						1	2	3	1	1	1	1	2										1	1	2	2	2	2	2	2	2	2	1		4	2		2	3	1049000	1049000	349666.666666667	0	50097971	273.020511265519
5009798	1	1	591	1	4	2						1	1	1	1	1	1	1	2										2	1	2	1	2	2	2	1	1	2	1		2	2		1	3	4086666.66666667	4086666.66666667	1362222.22222222	0	50097981	759.221307489537
5009799	1	1	591	1	4	3						1	1	1	1	1	1	1	2										1	1	1	1	2	1	1	1	1	2	1		2	2		1	6	19745871.6666667	19745871.6666667	3290978.61111111	0	50097991	678.892276930989
5009800	1	1	591	1	2	2						1	1	1	2	1	1	1	2										1	1	2	1	2	2	2	1	2	2	1		2	2		2	2	1555000	1555000	777500	0	50098001	1027.01894089366
5009801	1	1	591	1	2	1			1				1	2	2	1	1	5	2										2	1	2	2	1	2	2	3		1	1		2	1	6	2	2	300000	300000	150000	0	50098011	270.148074158437
5009802	1	1	591	1	4	1			1	1	1		1	1	1	2	1	1	2										1	1	2	2	2	1	1	1	2	4	1		2	2		1	1	1796909.58333333	1796909.58333333	1796909.58333333	0	50098021	931.715841522981
5009803	1	1	591	1	4	1			1	1	1		1	2	2	1	1	4	1		1								1	1	1	1	1	1	1	1	2	6	1		2	1	6	2	2	911666.666666667	911666.666666667	455833.333333333	0	50098031	270.148074158437
5009804	1	1	591	1	4	3						1	2	2	2	1	1	4	2										2	2	2	1	2	2	2	3		2	1		6	2		2	6	1496666.66666667	1496666.66666667	249444.444444444	0	50098041	218.803368542439
5009805	1	1	591	1	5	1						1	2	2	1	1	1	4	2										2	1	2	1	2	2	2	3		1	4		6	2		2	3	903416.666666667	903416.666666667	301138.888888889	0	50098051	408.806841221663
5009806	1	1	591	1	2	1						1	2	2	1	1	1	4	1		1		1	1					1	1	2	2	2	2	2	3		3	1		4	1	7	2	4	1225454	1225454	306363.5	0	50098061	413.436334693149
5009807	1	1	591	1	1	1			1				2	2	1	1	1	5	2										2	1	2	1	2	2	2	3		1	1		4	2		2	1	900000	900000	900000	0	50098071	373.137623703856
5009808	1	1	591	1	4	2			1	1	1		2	2	1	1	1	4	1		1	1	1	1	1				1	1	2	1	1	2	2	3		2	1		4	1	6	2	4	506666.666666667	506666.666666667	126666.666666667	0	50098081	306.073013869286
5009809	1	1	591	1	3	2						1	2	2	2	2	1	5	1		1	1	1	1					1	1	1	2	2	1	2	10		6	1		4	1	6	2	4	1122916.66666667	1122916.66666667	280729.166666667	0	50098091	475.732683077933
5009810	1	1	591	1	6	3			1	1	1		2	2	2	2	1	5	2										1	1	2	2	2	1	2	9		1	1		4	2		2	3	5058333.33333333	5058333.33333333	1686111.11111111	0	50098101	286.123700570052
5009811	1	1	591	1	4	3						1	1	1	1	1	1	1	2										1	1	1	2	1	2	2	1	1	2	1		2	2		2	4	1205000	1205000	301250	0	50098111	546.284792979182
5009812	1	1	591	1	3	2			1				2	6				4	2										1	1	2	2	2	2	2	3		1	4		6	2		2	3	125833.333333333	125833.333333333	41944.4444444444	0	50098121	519.239644644836
5009813	1	1	591	1	4	1				1	1		2	2	1	2	1	4	1		1	1	1	1					1	1	2	1	1	2	2	4		6	1		4	1	6	2	1	2000000	2000000	2000000	0	50098131	310.58555312603
5009814	1	1	591	1	3	2						1	2	2	1	1	1	4	1		1	1							1	1	1	2	2	1	2	3		2	1		4	1	6	2	4	1236500	1236500	309125	0	50098141	589.234969100414
5009815	1	1	591	1	7	2			1	1	1		2	2	1	1	1	4	2										1	1	2	1	2	2	2	3		6	1		4	1	6	2	7	1841408	1841408	263058.285714286	0	50098151	685.392871274497
5009816	1	1	591	1	4	3						1	2	2	2	1	1	3	2										1	1	2	1	2	2	2	3		2	4		6	1	4	2	4	150000	150000	37500	0	50098161	208.322292635379
5009818	1	1	591	1	4	3						1	2	2	2	1	1	4	2										1	1	1	2	1	2	2	2	1	1	1		4	1	6	2	5	1050000	1050000	210000	0	50098181	208.322292635379
5009819	1	1	591	1	3	2				1	1		2	2	2	1	1	3	1		1								1	1	2	1	1	2	2	3		2	1		4	1	6	2	4	1722333.33333333	1722333.33333333	430583.333333333	0	50098191	374.188539742241
5009820	1	1	591	1	2	1			1				1	2	2	1	1	3	2										1	1	1	1	2	2	2	1	2	1	1		2	1	6	2	1	630000	630000	630000	0	50098201	376.207106303165
5009821	1	1	591	1	2	1			1				2	2	2	1	1	4	2										1	1	1	1	1	2	2	1	2	2	1		4	1	6	2	1	340000	340000	340000	0	50098211	373.137623703856
5009822	1	1	591	1	2	1			1				1	2	2	1	1	4	2										1	1	1	1	2	2	2	1	2	1	1		2	1	6	2	3	360000	360000	120000	0	50098221	644.109335386332
5009823	1	1	591	1	4	2						1	1	2	1	1	1	4	2										1	1	1	1	1	1	1	1	1	2	1		2	1	6	2	2	454166.666666667	454166.666666667	227083.333333333	0	50098231	270.148074158437
5009824	1	1	591	1	2	2		1					2	2	2	1	1	4	1					1					1	1	2	1	1	2	2	3		1	1		4	1	6	2	4	293333.333333333	293333.333333333	73333.3333333333	0	50098241	334.98925831427
5009825	1	1	591	1	3	2			1	1	1		2	2	2	1	2	4	2										1	1	2	1	1	2	2	3		1	1		4	1	6	2	3	638333.333333333	638333.333333333	212777.777777778	0	50098251	208.322292635379
5009826	1	1	591	1	1	1						1	2	2	2	1	1	4	2										1	1	1	1	1	2	2	4		2	1		6	2		2	1	250000	250000	250000	0	50098261	376.207106303165
5009827	1	1	591	1	3	1						1	2	2	1	1	1	4	2										1	1	2	2	1	2	2	2	2	1	3		4	1	6	2	2	621666.666666667	621666.666666667	310833.333333333	0	50098271	208.322292635379
5009828	1	1	591	1	3	1						1	2	2	2	1	1	4	2										1	1	2	2	2	2	2	1	2	1	1		4	1	6	2	2	300000	300000	150000	0	50098281	270.148074158437
5009830	1	1	591	1	3	2			1	1	1		2	2	2	1	1	4	1		1		1	1					1	1	2	2	2	2	2	3		1	1		4	1	6	2	3	491666.666666667	491666.666666667	163888.888888889	0	50098301	319.269354095697
5009831	1	1	591	1	4	1						1	2	3	1	1	1	4	2										1	1	2	2	2	2	2	1	2	1	1		4	2		2	1	566000	566000	566000	0	50098311	310.58555312603
5009833	1	1	591	1	2	1		1	1	1	1		1	6				4	2										1	1	1	1	2	2	2	4		6	1		2	2		2	1	240000	240000	240000	0	50098331	310.58555312603
5009834	1	1	591	1	4	1			1				2	2	1	1	1	4	2										1	1	1	1	1	2	2	1	2	1	1		4	2		2	1	350000	350000	350000	0	50098341	310.58555312603
5009836	1	1	591	1	2	1						1	2	2	2	1	1	4	2										2	2	1	1	2	2	2	1	2	2	4		4	1	6	2	2	920000	920000	460000	0	50098361	270.148074158437
5009837	1	1	591	1	4	2					1		2	2	2	2	1	4	2										1	1	2	2	2	2	2	1	2	1	1		4	1	6	2	4	1466954	1466954	366738.5	0	50098371	303.003531269977
5009838	1	1	591	1	2	1						1	2	2	1	1	1	4	2										1	1	2	2	2	2	2	2	2	1	1		6	2		2	2	360000	360000	180000	0	50098381	270.148074158437
5009839	1	1	591	1	2	1			1	1	1		2	2	2	1	1	4	1				1	1					1	1	2	2	2	2	2	3		1	1		4	1	6	2	4	181666.666666667	181666.666666667	45416.6666666667	0	50098391	630.65727296688
5009840	1	1	591	1	4	1			1	1	1		2	2	1	1	1	4	2										1	1	1	1	2	2	2	1	2	6	1		4	2		2	4	685000	685000	171250	0	50098401	826.71197218064
5009841	1	1	591	1	3	1						1	1	2	2	1	1	5	2										1	1	2	2	2	2	2	1	2	1	1		2	2		2	1	80000	80000	80000	0	50098411	373.137623703856
5009842	1	1	591	1	3	2			1				1	2	2	1	1	4	2										1	1	1	1	1	2	2	1	2	2	1		2	1	6	2	4	20675000	20675000	5168750	0	50098421	275.506670335752
5009843	1	1	591	1	4	3				1	1		1	1	1	1	1	1	2										1	1	2	1	2	2	2	1	1	2	1		2	2		1	3	823958.333333333	823958.333333333	274652.777777778	0	50098431	1018.71905519534
5009844	1	1	591	1	2	2			1				1	6				4	2										1	1	1	1	1	2	2	1	2	2	1		2	1	6	2	5	860000	860000	172000	0	50098441	417.49064219133
5009845	1	1	591	1	2	1						1	2	2	2	1	1	4	2										2	1	2	2	1	2	2	6		1	1		4	1	6	2	1	411666.666666667	411666.666666667	411666.666666667	0	50098451	376.207106303165
5009846	1	1	591	1	2	1						1	2	6				3	1					1					1	1	2	2	2	2	2	3		1	5	2				2	2	305000	305000	152500	0	50098461	235.092864514835
5009847	1	1	591	1	2	1							2	6				4	2										2	2	2	1	1	2	2	4		1	3		6	2		2	1	125000	125000	125000	0	50098471	376.207106303165
5009848	1	1	591	1	3	3			1	1	1		2	2	2	1	1	3	1		1		1	1					1	1	2	2	2	2	2	3		1	1		6	1	4	2	3	250000	250000	83333.3333333333	0	50098481	289.193183169361
5009849	1	1	591	1	3	2			1	1	1		2	2	1	1	1	4	1		1		1	1					1	2	2	2	1	2	2	3		1	1		6	1	4	2	5	350000	350000	70000	0	50098491	458.365029323103
5009850	1	1	591	1	2	2			1				2	6				4	1			1		1					2	2	2	2	1	2	2	4		1	1		6	2		2	3	130833.333333333	130833.333333333	43611.1111111111	0	50098501	256.951733932026
5009851	1	1	591	1	6	1						1	1	1	1	2	1	1	2										1	1	2	1	2	1	1	1	2	4	5	1				2	2	2000000	2000000	1000000	0	50098511	439.136237423512
5009852	1	1	591	1	2	2						1	1	2	1	1	1	4	1		1	1	1	1					1	1	1	2	2	2	2	1	2	6	1		2	1	6	2	5	272500	272500	54500	0	50098521	524.853963015193
5009853	1	1	591	1	2	2			1	1	1		1	2	2	1	1	4	2										2	2	1	2	2	2	2	1	2	2	1		2	1	6	2	3	395000	395000	131666.666666667	0	50098531	581.557264808506
5009854	1	1	591	1	2	2				1	1		1	6				4	2										1	1	1	1	1	2	2	4		1	1		2	2		2	3	220000	220000	73333.3333333333	0	50098541	381.565702480481
5009855	1	1	591	1	5	2						1	1	1	2	1	1	1	2										1	1	1	2	1	2	1	1	1	6	1		2	2		2	4	765666.666666667	765666.666666667	191416.666666667	0	50098551	598.354594617626
5009856	1	1	591	1	1	1				1	1		1	1	1	1	1	1	2										1	1	2	1	1	1	2	1	2	6	1		2	2		2	1	3100000	3100000	3100000	0	50098561	491.12544301632
5009857	1	1	591	1	2	2						1	1	6				3	2										2	2	2	2	2	2	2	3		1	1		2	2		2	3	220000	220000	73333.3333333333	0	50098571	325.067259804981
5009858	1	1	591	1	5	4			1				1	6				4	2										1	1	1	1	2	2	2	4		2	1		2	1	6	2	11	2687500	2687500	244318.181818182	0	50098581	833.289170541518
5009859	1	1	591	1	6	1						1	1	1	1	3	1	1	1		1		1						1	1	1	1	1	1	2	1	1	4	1		2	2		1	1	1126416.66666667	1126416.66666667	1126416.66666667	0	50098591	398.386215387868
5009860	1	1	591	1	4	2			1	1	1		1	1	1	1	1	1	1		1	1	1						1	1	2	2	2	2	2	3		1	1		2	2		2	2	466666.666666667	466666.666666667	233333.333333333	0	50098601	415.947465961637
5009861	1	1	591	1	5	3				1	1		2	1	1	3	1	1	2										1	1	1	2	2	1	2	1	2	6	1		3	2		1	5	2048333.33333333	2048333.33333333	409666.666666667	0	50098611	435.493789861623
5009862	1	1	591	1	2	1							2	6				4	2										2	2	2	2	2	2	2	4		6	5	2				2	1	20000	20000	20000	0	50098621	208.322292635379
5009863	1	1	591	1	1	1			1				2	6				4	2										1	1	1	1	1	2	2	3		2	2		4	1	6	2	4	934742.916666667	934742.916666667	233685.729166667	0	50098631	546.917691550197
5009864	1	1	591	1	3	2						1	1	1	1	1	1	1	1		1		1	1					1	1	2	2	1	2	2	1	2	2	1		4	2		2	2	1331866.66666667	1331866.66666667	665933.333333333	0	50098641	406.838616813805
5009865	1	1	591	1	3	2		1					2	2	2	1	1	1	2										1	1	2	1	1	2	2	1	2	1	1		6	1	4	2	5	785000	785000	157000	0	50098651	494.781505836368
5009866	1	1	591	1	1	1					1		2	6				4	1		1	1	1	1					1	1	1	2	2	2	2	4		1	4		6	2		2	1	28333.3333333333	28333.3333333333	28333.3333333333	0	50098661	373.137623703856
5009867	1	1	591	1	3	2		1			1		2	1	1	1	1	1	2										1	1	2	1	2	2	2	1	2	6	1		4	2		2	2	0	0	0	0	50098671	439.136237423512
5009868	1	1	591	1	2	2				1	1		2	1	1	1	1	4	1		1		1						2	1	2	2	2	2	2	1	2	1	4		4	2		2	3	405000	405000	135000	0	50098681	417.851943242218
5009871	1	1	591	1	3	1				1	1		2	2	1	1	1	4	2										1	1	2	2	1	2	2	6		1	1		6	2		2	2	70000	70000	35000	0	50098711	270.148074158437
5009872	1	1	591	1	3	2						1	2	2	2	1	1	4	2										1	1	2	2	1	2	2	9		1	1		4	1	6	2	4	730000	730000	182500	0	50098721	510.739379198598
5009873	1	1	591	1	4	3						1	2	2	2	1	1	4	1		1								1	1	2	1	1	2	2	1	2	1	1		4	1	6	2	4	200000	200000	50000	0	50098731	275.762392528794
5009874	1	1	591	1	2	2						1	2	2	2	1	1	4	2										1	1	2	2	2	2	2	4		1	1		4	1	6	2	2	911954	911954	455977	0	50098741	267.078591559128
5009875	1	1	591	1	3	1			1				2	2	1	1	1	4	1			1	1	1					1	1	1	1	1	1	1	2	1	1	1		4	2		2	2	1816666.66666667	1816666.66666667	908333.333333333	0	50098751	270.148074158437
5009876	1	1	591	1	1	1						1	2	2	2	1	1	4	2										1	1	1	1	1	1	2	1	1	1	5	1				2	1	500000	500000	500000	0	50098761	467.232417631696
5009876	2	1	591	2	1	1						1	2	2	2	1	1	4	2										1	1	1	1	2	1	2	1	1	1	1		4	1	6	2	4	654166.666666667	654166.666666667	163541.666666667	0	50098762	467.232417631696
5009877	1	1	591	1	4	3						1	2	2	2	1	1	5	1		1	1	1	1					2	2	2	2	2	2	2	6		2	4		6	1	1	2	4	789000	789000	197250	0	50098771	268.804075767683
5009878	1	1	591	1	3	3			1				2	2	2	1	1	3	1		1	1	1	1					2	1	1	2	1	2	2	6		2	1		6	2		2	9	1648333.33333333	1648333.33333333	183148.148148148	0	50098781	466.073634820519
5009879	1	1	591	1	2	1						1	2	6				2	2										2	2	2	2	2	2	2	6		2	4		6	2		2	5	657000	657000	131400	0	50098791	536.813857698804
5009880	1	1	591	1	4	3			1				2	2	2	1	1	4	1		1	1			1				1	1	1	2	1	2	2	6		2	1		6	1	4	2	4	875000	875000	218750	0	50098801	153.292909339528
5009881	1	1	591	1	3	2						1	2	6				4	2										2	2	2	2	2	2	2	6		1	4		6	2		2	3	309500	309500	103166.666666667	0	50098811	447.342980051878
5009882	1	1	591	1	2	1						1	2	6				4	2										2	2	2	2	2	2	2	6		2	1		6	2		2	4	365000	365000	91250	0	50098821	431.326919665987
5009883	1	1	591	1	2	1						1	2	6				4	2										2	2	2	2	2	2	2	6		1	1		6	2		2	1	355000	355000	355000	0	50098831	276.830103537481
5009884	1	1	591	1	1	1						1	2	6				4	2										2	2	2	2	2	2	2	6		2	4		6	2		2	6	402000	402000	67000	0	50098841	613.171637358114
5009885	1	1	591	1	1	1						1	2	6				4	2										2	2	2	2	2	2	2	6		2	1		6	2		2	1	200000	200000	200000	0	50098851	228.54281428655
5009886	1	1	591	1	3	2						1	2	2	2	1	1	4	2										2	1	2	2	2	2	2	6		2	1		6	2		2	6	830000	830000	138333.333333333	0	50098861	491.698082078744
5009887	1	1	591	1	3	2						1	2	6				4	2										2	2	2	2	2	2	2	6		2	1		6	2		2	5	775666.666666667	775666.666666667	155133.333333333	0	50098871	153.292909339528
5009888	1	1	591	1	3	2						1	1	1	1	1	1	1	2										1	1	2	1	1	2	2	1	2	2	1		2	2		2	3	2453500	2453500	817833.333333333	0	50098881	425.353938937253
5009889	1	1	591	1	3	2						1	1	1	1	2	1	1	2										1	1	1	2	2	1	2	1	2	4	1		2	2		2	3	3200000	3200000	1066666.66666667	0	50098891	472.736872049211
5009890	1	1	591	1	4	2						1	1	1	1	1	1	1	1		1			1					1	1	2	2	1	2	2	1	2	2	1		2	2		1	4	4583575.16666667	4583575.16666667	1145893.79166667	0	50098901	271.224725860635
5009891	1	1	591	1	4	2			1				1	1	1	1	1	1	2										1	1	1	2	2	2	2	1	2	4	1		2	2		2	3	1911000	1911000	637000	0	50098911	344.727877365046
5009892	1	1	591	1	3	2						1	1	1	1	1	1	1	1		1	1	1	1					1	1	1	2	1	2	2	1	2	4	1		2	2		2	2	2084366.66666667	2084366.66666667	1042183.33333333	0	50098921	373.761204256215
5009893	1	1	591	1	3	1						1	1	1	1	1	1	1	2										2	1	1	2	2	1	2	1	2	2	1		2	2		2	1	1491666.66666667	1491666.66666667	1491666.66666667	0	50098931	466.139141077713
5009894	1	1	591	1	3	2						1	1	1	1	1	1	1	2										1	1	1	2	2	1	2	1	2	6	1		2	2		2	3	9666666.66666667	9666666.66666667	3222222.22222222	0	50098941	445.717775936876
5009895	1	1	591	1	2	1						1	1	1	1	1	1	1	2										1	1	1	1	2	1	2	1	2	6	1		2	2		2	2	1138500	1138500	569250	0	50098951	392.635989573302
5009896	1	1	591	1	3	2			1				1	1	1	1	1	1	2										1	1	1	1	2	2	2	1	2	6	1		2	1	1	2	4	510000	510000	127500	0	50098961	544.997506469146
5009897	1	1	591	1	3	1						1	1	1	1	1	1	1	2										2	1	1	2	2	1	2	1	2	2	1		2	2		2	2	1489500	1489500	744750	0	50098971	428.233860902644
5009898	1	1	591	1	6	2				1	1		1	1	1	2	1	1	2										1	1	1	1	2	1	2	1	2	4	1		2	2		2	4	7200000	7200000	1800000	0	50098981	563.872291786232
5009899	1	1	591	1	5	2						1	1	1	1	1	1	1	2										1	1	1	1	2	1	2	1	2	6	1		2	2		2	3	1700000	1700000	566666.666666667	0	50098991	529.295821184342
5009900	1	1	591	1	3	1						1	1	1	1	1	1	1	2										1	1	1	2	2	1	1	1	1	1	1		2	2		2	1	1122500	1122500	1122500	0	50099001	1021.6535726197
5009901	1	1	591	1	1	1						1	1	1	1	1	1	1	2										1	1	2	2	2	1	2	1	1	1	1		2	2		2	2	1898058.33333333	1898058.33333333	949029.166666667	0	50099011	1126.156198436
5009902	1	1	591	1	4	3						1	1	1	1	2	1	1	2										1	1	1	2	2	1	2	1	1	1	1		2	2		2	4	7300000	7300000	1825000	0	50099021	960.370378515005
5009903	1	1	591	1	6	3						1	1	1	1	2	1	1	2										1	1	1	1	2	1	1	1	1	2	1		2	2		1	7	3445121.66666667	3445121.66666667	492160.238095238	0	50099031	1368.23610235932
5009904	1	1	591	1	4	3						1	1	1	1	2	1	1	2										1	1	1	2	2	1	2	1	1	1	1		2	2		1	4	1250000	1250000	312500	0	50099041	1301.3179191727
5009905	1	1	591	1	5	2						1	1	1	1	2	1	1	1		1	1	1	1		1			1	1	1	2	2	1	2	1	1	2	1		2	2		1	3	1318645.83333333	1318645.83333333	439548.611111111	0	50099051	1093.69566834673
5009907	1	1	591	1	4	3						1	1	1	1	1	1	1	2										1	2	2	1	2	2	2	1	1	1	1		2	2		2	10	2222000	2222000	222200	0	50099071	1531.33762578159
5009908	1	1	591	1	4	2						1	1	1	1	1	1	1	2										1	1	1	2	2	1	2	1	1	2	1		2	2		1	2	3250000	3250000	1625000	0	50099081	972.401020522769
5009909	1	1	591	1	4	3						1	1	1	1	2	1	1	2										1	1	2	2	2	1	1	1	1	1	1		2	1	1	2	4	4233000	4233000	1058250	0	50099091	1116.60852671512
5009910	1	1	591	1	4	2						1	1	1	1	1	1	1	2										1	1	2	2	2	1	1	1	1	4	1		2	2		1	2	17200000	17200000	8600000	0	50099101	1120.82559893007
5009911	1	1	591	1	3	3				1	1		1	1	1	1	1	1	2										1	1	2	2	2	2	2	1	1	1	1		2	2		2	4	1571909.58333333	1571909.58333333	392977.395833333	0	50099111	1247.18137274432
5009912	1	1	591	1	4	3						1	1	1	1	1	1	1	2										1	1	1	2	2	1	2	1	1	1	1		2	2		2	4	1799450	1799450	449862.5	0	50099121	1216.22715819997
5009915	1	1	591	1	3	1			1				1	1	1	1	1	1	1		1	1	1	1		1			1	1	1	2	2	1	1	1	2	2	1		2	2		2	2	1570233.33333333	1570233.33333333	785116.666666667	0	50099151	1126.156198436
5009916	1	1	591	1	4	2			1				1	1	1	1	1	1	2										1	1	2	2	2	1	1	1	1	1	1		2	2		1	2	2432500	2432500	1216250	0	50099161	1358.65351457809
5009918	1	1	591	1	4	3						1	1	5	1	1	1	1	2										1	1	1	2	2	2	2	1	1	4	1		2	2		1	3	920833.333333333	920833.333333333	306944.444444444	0	50099181	1142.50161526918
