DIRECTORIO	SECUENCIA_ENCUESTA	SECUENCIA_P	NRO_ENCUESTA	ORDEN	P5000	P5010	P5016	P5016S5	P5016S6	P5016S2	P5016S3	P5016S4	P5666	P8526	P5022	P5024	P5030	P5041	P5046	P5046S1	P5046S1A1	P5046S1A2	P5046S1A3	P5046S1A4	P5046S1A5	P5046S1A6	P5046S1A7	P5012	P5012S1	P5012S2	P5012S3	P5012S4	P5012S5	P5012S6	P5012S7	P8530	P5047	P5069	P764	P8534	P8536	P1698	P1698S1	P5305	CANT_PERSONAS_HOGAR	I_HOGAR	I_UGASTO	PERCAPITA	I_OU	LLAVEHOG	FEX_C
5023142	1	1	591	1	3	2						1	2	2	1	1	1	4	2										1	1	2	1	1	1	1	2	1	2	1		4	1	6	2	4	630000	630000	157500	0	50231421	52.1760651586412
5023143	1	1	591	1	4	2						1	2	2	1	2	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	6	1		4	2		2	2	1093283.33333333	1093283.33333333	546641.666666667	0	50231431	639.802348986382
5023144	1	1	591	1	5	1			1				2	2	1	1	1	5	1		1	1	1	1					1	1	1	1	2	2	2	2	1	4	1		5	1	4	2	2	366666.666666667	366666.666666667	183333.333333333	0	50231441	22.7443846132564
5023146	1	1	591	1	5	1						1	2	2	1	1	1	4	1		1		1	1	1				2	1	2	1	2	2	2	2	1	2	1		6	1	4	2	1	383333.333333333	383333.333333333	383333.333333333	0	50231461	28.3547550190246
5023149	1	1	591	1	4	3						1	2	2	1	1	1	4	1		1		1	1		1	1		1	1	1	1	1	1	2	2	1	2	1		4	1	6	2	5	875000	875000	175000	0	50231491	55.7537992067367
5023151	1	1	591	1	3	2			1	1	1		2	3	1	1	1	4	1		1	1	1	1					2	2	2	2	2	2	2	6		2	1		7	2		2	4	954358.333333333	954358.333333333	238589.583333333	0	50231511	26.6529701772088
5023152	1	1	591	1	4	1						1	2	2	1	1	1	4	1		1	1	1	1		1			1	1	2	1	1	2	2	2	2	2	1		5	2		2	3	250000	250000	83333.3333333333	0	50231521	62.6813800497718
5023153	1	1	591	1	4	3						1	1	1	1	2	1	1	2										1	1	1	2	2	2	2	1	1	6	1		2	2		2	5	2125000	2125000	425000	0	50231531	597.706126260504
5023154	1	1	591	1	4	3						1	1	1	1	2	1	1	1		1		1			1			1	1	1	1	1	1	1	1	1	2	1		2	2		2	3	6037500	6037500	2012500	0	50231541	584.463075224714
5023155	1	1	591	1	4	1						1	1	1	1	2	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	2	1		2	2		2	2	5400000	5400000	2700000	0	50231551	552.521326879933
5023156	1	1	591	1	4	2						1	1	1	1	3	1	1	1			1	1	1					1	1	1	1	2	2	2	1	1	6	1		2	2		2	3	1500000	1500000	500000	0	50231561	627.735638306016
5023157	1	1	591	1	5	2						1	1	1	1	3	1	1	1		1	1	1	1	1	1			1	1	2	1	2	1	1	1	1	4	1		2	2		2	2	6416666.66666667	6416666.66666667	3208333.33333333	0	50231571	447.376902015583
5023160	1	1	591	1	4	2						1	1	1	1	2	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	6	1		2	2		2	3	3464566.66666667	3464566.66666667	1154855.55555556	0	50231601	673.945082072481
5023162	1	1	591	1	4	3			1	1	1		1	1	1	2	1	1	2										1	1	1	2	2	2	1	1	1	2	1		2	2		2	3	1666666.66666667	1666666.66666667	555555.555555556	0	50231621	659.445612588305
5023164	1	1	591	1	5	3						1	1	1	1	2	1	1	1			1	1	1					1	1	1	2	2	2	2	1	1	6	1		2	2		2	3	1548816.66666667	1548816.66666667	516272.222222222	0	50231641	654.007173929514
5023165	1	1	591	1	4	3				1	1		1	1	1	2	1	1	2										2	2	2	1	1	2	1	1	1	2	1		2	2		2	3	1666666.66666667	1666666.66666667	555555.555555556	0	50231651	654.007173929514
5023172	1	1	591	1	5	3						1	1	1	1	1	1	1	1		1								1	1	1	1	2	1	2	1	1	6	1		2	2		2	3	2773500	2773500	924500	0	50231721	1350.52558929041
5023224	1	1	591	1	4	3				1	1		1	1	1	2	1	1	2										1	1	2	2	2	2	2	2	2	2	1		2	2		2	7	3248900	3248900	464128.571428571	0	50232241	212.477671771124
5023225	1	1	591	1	5	3				1	1		1	1	1	3	1	1	2										2	1	1	1	1	1	1	1	1	2	1		2	1	1	1	3	1139450	1139450	379816.666666667	0	50232251	1067.41773670695
5023226	1	1	591	1	4	3						1	1	1	1	1	1	1	2										1	1	1	1	1	2	2	1	1	2	1		2	2		2	3	1839450	1839450	613150	0	50232261	2777.12004706908
5023227	1	1	591	1	4	2			1				2	3	2	1	1	6	1		1	1	1	1					1	1	1	1	1	2	2	6		6	1		4	1	6	2	2	1282004.33333333	1282004.33333333	641002.166666667	0	50232271	386.079658243412
5023228	1	1	591	1	1	1			1				2	2	2	1	1	1	1		1			1					2	2	1	2	1	2	2	1	1	2	2		4	1	6	2	4	565000	565000	141250	0	50232281	804.577030453241
5023228	2	1	591	2	2	1			1				2	2	2	1	1	1	2										1	1	1	2	2	2	2	1	1	2	1		4	2		2	2	690000	690000	345000	0	50232282	804.577030453241
5023229	1	1	591	1	7	6			1				1	2	2	1	1	1	1		1		1	1					1	1	1	1	1	1	2	1	1	1	1		2	1	6	2	9	7610000	7610000	845555.555555556	0	50232291	201.14425761331
5023231	1	1	591	1	3	2			1	1	1		1	1	2	1	1	1	2										1	1	2	1	2	2	2	1	2	6	1		2	2		2	5	1243333.33333333	1243333.33333333	248666.666666667	0	50232311	816.121373512807
5023232	1	1	591	1	4	1		1					2	2	2	2	1	4	2										1	1	1	2	2	2	2	2	1	1	1		6	2		2	4	1250000	1250000	312500	0	50232321	1439.10783278277
5023233	1	1	591	1	3	1			1				2	2	1	1	1	4	1		1	1	1	1					1	1	1	1	1	2	2	2	1	1	1		6	2		2	1	316666.666666667	316666.666666667	316666.666666667	0	50232331	675.135989746384
5023234	1	1	591	1	4	3			1				2	2	1	1	1	4	1		1		1	1					1	1	2	2	2	2	2	2	2	1	1		4	1	6	2	5	1975005	1975005	395001	0	50232341	1161.35484166525
5023235	1	1	591	1	2	2			1				2	2	1	1	1	4	1		1	1	1	1	1	1			1	1	1	2	2	2	2	2	2	2	1		4	1	6	2	3	1916500	1916500	638833.333333333	0	50232351	922.911812255499
5023236	1	1	591	1	3	1			1	1	1		2	2	2	2	1	5	1		1	1	1	1	1	1			1	1	2	2	2	2	2	4		6	1		4	2		2	2	1450000	1450000	725000	0	50232361	210.679543216715
5023237	1	1	591	1	2	2						1	2	2	2	1	1	5	1		1	1	1	1	1	1			1	1	1	2	2	2	2	4		2	1		4	1	6	2	7	2414333.33333333	2414333.33333333	344904.761904762	0	50232371	398.777755711389
5023238	1	1	591	1	2	1			1				2	2	1	1	1	1	1		1	1	1	1	1	1	1		1	1	2	2	2	2	2	4		4	1		4	2		2	2	958000	958000	479000	0	50232381	527.219046856169
5023239	1	1	591	1	3	3			1	1	1		2	2	1	1	1	3	1		1	1	1	1	1	1	1		1	1	1	2	2	2	2	4		2	1		4	2		2	5	2372500	2372500	474500	0	50232391	583.317953451048
5023240	1	1	591	1	2	2			1	1	1		2	2	2	1	1	4	2										1	1	2	1	1	2	2	4		6	1		4	2		2	3	895000	895000	298333.333333333	0	50232401	463.810359970718
5023241	1	1	591	1	3	2			1	1	1		2	2	2	1	1	4	1		1	1	1	1					1	1	2	2	1	2	2	4		1	1		4	1	6	2	4	1000000	1000000	250000	0	50232411	496.106306930339
5023244	1	1	591	1	4	3						1	1	1	2	1	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	2	1		2	2		2	4	0	0	0	0	50232441	347.973437885121
5023247	1	1	591	1	5	2						1	1	1	2	1	1	1	1		1	1	1	1					1	1	1	1	2	2	2	1	1	2	1		2	2		2	3	0	0	0	0	50232471	353.960388393762
5023250	1	1	591	1	6	4						1	1	1	2	1	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	1	1		2	2		2	5	0	0	0	0	50232501	316.223680538708
5023250	2	1	591	2	6	1						1	1	1	2	1	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	2	1		2	2		2	2	0	0	0	0	50232502	316.223680538708
5023251	1	1	591	1	3	2			1				2	4	1	1	1	3	1		1	1	1						1	1	1	1	2	2	2	2	1	2	1		4	1	6	2	6	1658333.33333333	1658333.33333333	276388.888888889	0	50232511	157.301734432398
5023252	1	1	591	1	5	3			1				2	4	2	1	1	5	1		1	1	1	1					1	1	2	2	2	2	2	2	1	2	1		4	1	6	2	5	1416666.66666667	1416666.66666667	283333.333333333	0	50232521	185.041709127327
5023253	1	1	591	1	5	3				1	1		2	2	1	2	1	5	1			1		1					1	1	1	2	2	2	1	2	2	2	1		4	1	6	2	2	3800000	3800000	1900000	0	50232531	203.985661261282
5023254	1	1	591	1	2	1						1	2	1	2	1	1	1	2										1	1	1	2	2	2	2	1	1	1	1		6	2		2	5	50000	50000	10000	0	50232541	319.636309659846
5023255	1	1	591	1	3	2		1			1		2	4	2	1	1	3	1		1	1	1	1					1	1	2	1	2	2	2	2	1	3	1		4	1	6	2	3	1300000	1300000	433333.333333333	0	50232551	288.115813438886
5023257	1	1	591	1	6	3						1	2	2	1	1	1	4	1				1	1					1	1	1	2	2	2	2	2	1	4	1		6	2		2	3	2380000	2380000	793333.333333333	0	50232571	168.816331285338
5023258	1	1	591	1	3	1			1		1		2	4	1	2	1	4	1		1		1						1	1	1	1	2	2	2	2	1	2	1		4	1	6	2	3	5300000	5300000	1766666.66666667	0	50232581	486.359449767126
5023259	1	1	591	1	6	4						1	2	4	2	1	1	4	2										1	1	1	2	2	2	2	6		2	1		4	2		2	6	1785000	1785000	297500	0	50232591	433.402014232366
5023260	1	1	591	1	4	2						1	2	2	1	1	1	4	1		1	1	1	1	1				1	1	1	2	2	2	2	2	1	4	1		4	2		2	6	1650000	1650000	275000	0	50232601	403.76646183745
5023261	1	1	591	1	3	2			1	1	1		2	4	2	1	1	4	2										1	1	2	2	2	2	2	9		1	1		4	1	6	2	4	1800000	1800000	450000	0	50232611	242.238451008712
5023262	1	1	591	1	5	3						1	2	2	1	1	1	4	1		1	1	1	1					1	1	1	1	2	2	2	6		1	1		4	2		2	3	700000	700000	233333.333333333	0	50232621	245.454498064728
5023263	1	1	591	1	3	2			1				2	2	1	2	1	4	1		1	1	1						1	1	1	2	2	2	2	2	2	2	1		7	1	4	2	5	800000	800000	160000	0	50232631	349.271862054763
5023264	1	1	591	1	3	2						1	2	4	1	1	1	3	1					1					1	1	2	2	2	2	2	6		1	1		4	2		2	2	940000	940000	470000	0	50232641	157.301734432398
5023265	1	1	591	1	3	2						1	2	4	2	1	1	4	2										1	1	1	2	2	2	2	2	1	2	1		4	1	6	2	4	300000	300000	75000	0	50232651	228.794433879104
5023266	1	1	591	1	4	2						1	2	3	2	1	1	4	1		1	1	1	1		1			2	2	1	2	2	2	2	6		1	1		6	1	4	2	3	1060000	1060000	353333.333333333	0	50232661	261.646033330037
5023267	1	1	591	1	4	3						1	2	2	2	1	1	4	2										1	1	1	2	2	2	2	2	1	2	1		6	1	4	2	4	0	0	0	0	50232671	161.169659155624
5023269	1	1	591	1	4	3						1	2	2	2	1	1	4	2										1	1	1	2	2	2	2	2	1	1	1		4	1	6	2	5	0	0	0	0	50232691	315.242316581719
5023270	1	1	591	1	4	2						1	1	2	1	1	1	4	1		1	1	1	1		1			1	1	1	2	2	2	2	2	1	1	1		2	2		2	4	1350000	1350000	337500	0	50232701	275.833680259149
5023271	1	1	591	1	5	3						1	1	2	2	1	1	4	2										1	1	1	2	1	2	2	2	1	2	1		2	2		2	4	1100000	1100000	275000	0	50232711	359.220202637249
5023272	1	1	591	1	4	2						1	1	2	1	1	1	4	1		1	1	1	1		1			1	1	1	1	1	2	2	2	1	2	1		2	2		2	2	900000	900000	450000	0	50232721	157.301734432398
5023273	1	1	591	1	4	3						1	1	2	1	1	1	4	1		1		1	1					1	1	1	2	2	2	2	6		1	1		2	1	6	2	4	2650000	2650000	662500	0	50232731	181.755187499059
5023274	1	1	591	1	6	3						1	1	2	1	1	1	4	1		1	1	1	1		1			1	1	1	2	2	2	2	6		1	1		2	2		2	4	782500	782500	195625	0	50232741	408.593241614544
5023275	1	1	591	1	4	2						1	1	2	1	1	1	4	1		1	1	1	1		1			1	1	1	2	2	2	2	6		1	1		2	2		2	4	840000	840000	210000	0	50232751	275.833680259149
5023276	1	1	591	1	4	3			1				2	4	1	1	1	2	2										1	1	1	2	2	2	2	2	1	2	1		4	1	6	2	6	1726000	1726000	287666.666666667	0	50232761	350.015491854267
5023277	1	1	591	1	4	2			1				1	1	2	1	1	1	1		1	1	1	1					1	1	1	1	1	2	2	1	1	2	1		2	2		2	4	0	0	0	0	50232771	245.256551298122
5023278	1	1	591	1	5	3						1	1	1	2	1	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	2	1		2	2		2	5	0	0	0	0	50232781	329.254857057286
5023279	1	1	591	1	2	1			1				2	2	2	1	2	4	1		1	1	1	1		1			2	1	1	2	2	2	2	6		2	3		4	2		2	1	60000	60000	60000	0	50232791	157.301734432398
5023280	1	1	591	1	3	1			1		1		2	2	2	1	1	4	2										1	1	2	2	2	2	2	6		2	1		6	1	4	2	3	600000	600000	200000	0	50232801	275.090050459645
5023281	1	1	591	1	3	1						1	1	1	1	1	1	1	1		1	1	1	1	1				1	1	2	2	2	2	2	1	1	1	1		2	2		2	1	718166.666666667	718166.666666667	718166.666666667	0	50232811	334.887914271338
5023282	1	1	591	1	2	2						1	1	1	2	1	1	4	2										1	1	2	2	2	2	2	6		2	1		2	1	6	2	3	725000	725000	241666.666666667	0	50232821	210.788224548642
5023283	1	1	591	1	5	3						1	2	3	2	1	1	4	1		1	1	1	1		1			1	1	1	2	2	2	2	2	1	2	1		4	1	6	2	3	730000	730000	243333.333333333	0	50232831	115.006344225082
5023284	1	1	591	1	4	2						1	2	3	2	1	1	4	1		1	1	1	1		1			1	1	1	1	1	2	2	2	1	2	1		4	1	6	2	2	580000	580000	290000	0	50232841	149.137867173855
5023285	1	1	591	1	3	2			1				2	1	1	1	1	6	1		1	1	1						1	1	2	1	2	2	2	2	1	1	1		4	1	6	2	3	835000	835000	278333.333333333	0	50232851	140.158161760027
5023286	1	1	591	1	3	1						1	2	2	1	1	1	1	1		1	1	1	1					1	1	1	1	1	2	2	2	2	2	1		4	1	6	2	2	550000	550000	275000	0	50232861	149.137867173855
5023287	1	1	591	1	4	3				1	1		2	4	2	1	1	1	1		1	1	1	1					2	1	2	1	1	2	2	2	1	2	1		6	1	4	2	3	616666.666666667	616666.666666667	205555.555555556	0	50232871	141.852699430208
5023288	1	1	591	1	4	2						1	2	3	2	1	1	4	1		1	1	1	1		1			1	1	1	2	2	2	2	2	1	2	1		4	1	6	2	4	800000	800000	200000	0	50232881	201.66734521537
5023289	1	1	591	1	5	3						1	2	3	1	1	1	4	1		1	1	1	1	1	1			1	1	1	2	2	2	2	2	1	2	1		4	2		2	4	1407500	1407500	351875	0	50232891	167.276041261905
5023290	1	1	591	1	5	3						1	2	3	1	1	1	4	1		1	1	1	1		1			1	1	1	2	2	2	2	2	1	6	1		4	2		2	6	989000	989000	164833.333333333	0	50232901	460.025376900327
5023291	1	1	591	1	4	2			1		1		2	3	2	1	1	4	1		1	1	1	1		1			1	1	1	2	2	2	2	2	1	4	1		5	1	4	2	3	875000	875000	291666.666666667	0	50232911	141.852699430208
5023292	1	1	591	1	3	1						1	1	1	2	2	1	1	1		1	1	1	1					1	1	1	2	2	2	2	1	1	2	1		2	2		2	1	0	0	0	0	50232921	832.272831863115
5023293	1	1	591	1	3	2						1	1	1	1	1	1	1	1		1	1	1	1					1	1	2	2	2	2	2	1	1	2	1		2	2		2	2	2200000	2200000	1100000	0	50232931	689.438375758607
5023294	1	1	591	1	4	2			1				2	2	2	1	1	4	1		1	1	1	1					1	1	1	2	2	2	2	2	2	1	1		4	1	6	2	4	1117500	1117500	279375	0	50232941	511.076734923831
5023295	1	1	591	1	3	2						1	2	2	2	1	1	4	1		1		1	1					2	1	2	2	2	2	2	6		1	1		6	2		2	2	183333.333333333	183333.333333333	91666.6666666667	0	50232951	339.458364179134
5023296	1	1	591	1	3	2						1	2	2	1	1	1	4	2										1	2	2	1	1	2	2	6		1	1		6	2		2	2	350000	350000	175000	0	50232961	217.306473911619
5023297	1	1	591	1	4	2						1	2	3	1	1	1	4	1		1		1	1					1	1	1	2	2	2	2	6		1	1		4	1	6	2	2	900000	900000	450000	0	50232971	167.573961024164
5023298	1	1	591	1	5	4			1	1	1		2	3	2	1	1	4	2										1	1	2	1	1	2	2	6		2	1		4	1	6	2	8	1591666.66666667	1591666.66666667	198958.333333333	0	50232981	350.995790252883
5023299	1	1	591	1	5	4						1	2	3	1	1	1	4	1		1	1	1	1		1			1	1	1	2	1	2	2	2	2	2	1		4	1	6	2	6	1130000	1130000	188333.333333333	0	50232991	329.688613598151
5023300	1	1	591	1	4	2						1	2	2	1	3	1	4	1		1	1	1	1		1			1	1	1	1	2	2	2	2	2	4	1		4	1	6	2	3	1552500	1552500	517500	0	50233001	204.222284381342
5023301	1	1	591	1	3	2			1	1	1		2	2	2	1	1	4	2										1	1	1	2	2	2	2	2	2	2	1		6	2		2	4	770000	770000	192500	0	50233011	439.939301588185
5023302	1	1	591	1	3	2						1	2	2	1	1	1	4	1		1	1	1	1		1			1	1	1	1	1	2	2	2	2	2	1		6	1	4	2	3	1285000	1285000	428333.333333333	0	50233021	261.483337360029
5023303	1	1	591	1	4	3						1	2	2	2	1	1	4	2										1	1	2	2	2	1	2	2	2	2	1		6	2		2	5	1250000	1250000	250000	0	50233031	422.191290375368
5023304	1	1	591	1	5	4						1	2	3	2	1	1	4	1		1	1	1	1		1			1	1	1	2	2	2	2	2	1	2	1		6	1	4	2	5	1332500	1332500	266500	0	50233041	333.359403674631
5023305	1	1	591	1	3	2						1	2	2	1	1	1	4	1		1	1	1	1		1			1	1	1	2	1	2	2	2	1	2	1		4	1	6	2	2	900000	900000	450000	0	50233051	167.573961024164
5023306	1	1	591	1	4	3				1	1		2	2	2	1	1	4	2										1	1	2	2	2	2	2	2	2	2	1		4	1	6	2	5	760000	760000	152000	0	50233061	440.731492414868
5023307	1	1	591	1	2	1						1	2	2	2	1	1	4	2										2	2	2	2	2	2	2	6		1	4		6	2		2	1	1000000	1000000	1000000	0	50233071	300.151024742418
5023308	1	1	591	1	4	3			1	1	1		2	2	2	1	1	4	2										1	1	2	2	2	2	2	2	2	2	1		4	1	6	2	5	800000	800000	160000	0	50233081	479.452343354055
5023309	1	1	591	1	2	1						1	1	1	1	1	1	1	2										2	1	1	2	2	2	2	1	1	1	1		2	2		2	1	42500	42500	42500	0	50233091	92.6306203714548
5023310	1	1	591	1	3	2						1	1	1	1	1	1	1	2										1	1	1	2	2	2	2	1	1	1	1		2	2		2	3	825000	825000	275000	0	50233101	85.3186486350767
5023315	1	1	591	1	4	2				1	1		2	1	1	1	1	1	2										1	2	2	2	2	2	2	1	2	2	1		4	2		2	3	700000	700000	233333.333333333	0	50233151	188.444158437214
5023316	1	1	591	1	4	1			1				1	1	1	1	1	1	1					1					1	2	2	1	1	1	2	1	2	1	1		2	2		1	2	1244000	1244000	622000	0	50233161	368.899354428773
5023317	1	1	591	1	4	3			1				1	1	1	1	1	1	2										1	1	2	2	2	1	2	1	1	2	1		2	2		1	6	3034166.66666667	3034166.66666667	505694.444444444	0	50233171	2707.69375237029
5023318	1	1	591	1	3	1						1	2	1	1	1	1	1	2										1	2	2	2	2	1	2	1	1	1	5	2				2	1	300000	300000	300000	0	50233181	1996.14442177605
5023319	1	1	591	1	4	2						1	1	1	1	2	1	1	1		1		1	1		1			1	1	1	2	2	1	1	1	1	2	1		2	2		1	3	3272687.5	3272687.5	1090895.83333333	0	50233191	2111.01690932694
5023336	1	1	591	1	3	2						1	1	1	1	2	1	1	1		1	1	1	1		1			1	1	1	2	2	1	2	1	1	1	1		2	2		2	3	450000	450000	150000	0	50233361	2069.24019483004
5023337	1	1	591	1	4	2						1	1	1	1	1	1	1	1		1	1	1	1					1	1	1	2	2	1	2	1	1	2	1		2	2		1	3	3254000	3254000	1084666.66666667	0	50233371	1940.63582904817
5023339	1	1	591	1	2	1						1	2	2	1	1	1	3	2										2	1	2	1	2	2	2	6		1	1		6	2		2	1	140000	140000	140000	0	50233391	373.625605359852
5023341	1	1	591	1	6	2						1	1	1	1	4	1	1	1		1	1	1	1					1	1	1	1	1	2	2	1	1	6	1		2	2		1	2	2983333.33333333	2983333.33333333	1491666.66666667	0	50233411	2208.02650294925
5023342	1	1	591	1	4	3					1		2	2	1	1	1	4	1			1		1					1	1	2	2	2	2	2	3		4	1		4	1	6	2	6	12000000	12000000	2000000	0	50233421	200.34190478889
5023343	1	1	591	1	1	1			1				2	5	2	1	1	4	2										1	1	2	1	1	2	2	6		2	1		6	2		2	6	1855000	1855000	309166.666666667	0	50233431	429.331328115723
5023344	1	1	591	1	3	2			1		1		2	2	2	1	1	5	1		1	1	1	1					1	1	2	1	1	2	2	4		4	1		4	1	6	2	4	1500000	1500000	375000	0	50233441	127.376683257621
5023362	1	1	591	1	4	2		1			1		2	2	2	1	1	4	2										1	1	1	2	2	1	2	1	2	2	1		4	1	6	2	4	491000	491000	122750	0	50233621	656.990548887636
5023363	1	1	591	1	3	2						1	2	2	1	2	1	1	2										1	1	2	2	2	2	2	2	2	2	1		4	2		2	4	2135000	2135000	533750	0	50233631	656.990548887636
5023364	1	1	591	1	6	4						1	2	2	2	3	1	1	2										1	1	2	2	2	2	2	2	2	2	1		4	1	6	2	4	2425000	2425000	606250	0	50233641	351.327238270149
5023365	1	1	591	1	7	2						1	2	2	1	7	2	4	1		1	1	1	1	1	1			1	1	2	2	2	2	2	6		1	1		4	1	6	2	4	1312500	1312500	328125	0	50233651	662.623011989202
5023366	1	1	591	1	6	2						1	2	2	1	2	1	6	2										1	1	2	2	2	1	2	6		5	1		4	1	6	2	2	1866666.66666667	1866666.66666667	933333.333333333	0	50233661	286.392729803236
5023367	1	1	591	1	4	2						1	2	1	1	1	1	1	2										1	1	2	2	1	2	2	1	1	2	1		4	2		2	4	1014666.66666667	1014666.66666667	253666.666666667	0	50233671	1162.72732573634
5023368	1	1	591	1	3	2						1	2	1	1	1	1	1	1		1								1	1	2	1	2	2	2	1	1	6	1		4	2		2	4	800000	800000	200000	0	50233681	990.97393406984
5023369	1	1	591	1	4	2						1	2	1	1	1	1	1	1			1	1	1	1	1			1	1	1	1	2	2	2	1	1	1	1		4	2		2	4	1480000	1480000	370000	0	50233691	1093.68357965325
5023370	1	1	591	1	7	1						1	2	2	2	1	1	1	2										1	1	1	2	2	2	2	6		1	1		6	2		2	1	600000	600000	600000	0	50233701	300.428662045464
5023371	1	1	591	1	3	1						1	2	2	1	1	1	4	1			1							1	1	1	2	2	2	2	6		6	1		4	2		2	2	972500	972500	486250	0	50233711	442.607806520775
5023372	1	1	591	1	3	2			1				2	5	1	1	1	1	1		1	1		1	1				1	1	1	1	2	2	2	6		2	1		4	1	6	2	4	1145666.66666667	1145666.66666667	286416.666666667	0	50233721	429.227968734162
5023373	1	1	591	1	2	1						1	2	2	1	1	1	1	2										1	1	1	2	2	2	2	2	2	2	1		4	1	6	2	4	757000	757000	189250	0	50233731	629.318133557448
5023374	1	1	591	1	3	2						1	2	2	1	1	1	1	2										1	1	1	2	2	2	2	2	2	2	1		4	1	6	2	3	3200000	2000000	1000000	1200000	50233741	240.984802507495
5023375	1	1	591	1	5	3						1	1	2	2	1	1	1	2										1	1	1	2	2	2	2	6		1	1		4	1	6	2	5	747500	747500	149500	0	50233751	666.259700265949
5023376	1	1	591	1	4	3				1	1		2	2	2	1	1	1	2										1	1	1	2	2	2	2	6		1	1		4	2		2	10	3237500	3237500	323750	0	50233761	426.750687832638
5023377	1	1	591	1	2	1				1	1		2	2	2	1	1	4	1		1			1					2	2	1	2	2	2	2	6		2	1		6	2		2	2	198333.333333333	198333.333333333	99166.6666666667	0	50233771	441.642015098245
5023378	1	1	591	1	4	3						1	2	2	1	1	1	4	1		1	1	1	1	1				2	1	1	2	2	2	2	2	1	2	1		6	2		2	7	1671000	1671000	238714.285714286	0	50233781	782.607688046201
5023379	1	1	591	1	4	2						1	2	1	1	2	1	1	1		1	1	1	1					1	1	1	2	2	2	1	1	1	1	1		4	2		2	3	2300000	2300000	766666.666666667	0	50233791	299.275788919893
5023381	1	1	591	1	2	1						1	2	1	1	1	1	1	1		1	1	1	1	1	1	1		1	1	1	2	2	1	1	10		6	1		4	2		2	1	1000000	1000000	1000000	0	50233811	247.165321028563
5023382	1	1	591	1	3	2					1		1	1	1	1	1	1	1		1	1	1	1	1				1	1	1	1	2	2	2	1	1	1	1		2	2		1	4	1824000	1824000	456000	0	50233821	2397.32120740816
5023383	1	1	591	1	4	3						1	1	1	1	1	1	1	2										1	2	1	1	2	2	2	1	1	1	1		2	2		1	5	1286666.66666667	1286666.66666667	257333.333333333	0	50233831	2884.02230709407
5023385	1	1	591	1	5	2						1	1	1	1	1	1	1	1		1	1	1	1					1	1	2	1	2	2	2	1	1	2	1		2	2		2	4	2951066.66666667	2951066.66666667	737766.666666667	0	50233851	1884.43365608831
5023387	1	1	591	1	4	3						1	1	1	1	1	1	1	2										1	1	1	2	2	1	2	1	1	1	1		2	2		2	5	1596500	1596500	319300	0	50233871	1944.02108825254
5023388	1	1	591	1	1	1						1	2	1	1	1	1	1	2										1	1	1	2	2	1	2	1	2	1	1		4	2		2	1	1670000	1670000	1670000	0	50233881	1996.18045167434
5023389	1	1	591	1	3	2						1	1	1	1	2	1	1	1		1	1	1	1					1	1	1	1	1	1	1	1	1	1	3		2	2		1	4	2442500	2442500	610625	0	50233891	2007.93215992938
5023390	1	1	591	1	4	2			1				1	1	1	4	1	1	1		1		1						1	1	1	2	2	1	2	1	1	1	1		2	2		1	3	17106666.6666667	17106666.6666667	5702222.22222222	0	50233901	1553.86277797211
5023392	1	1	591	1	4	3						1	1	1	1	2	1	1	1		1	1	1	1	1	1	1		1	1	2	1	2	1	1	2	1	2	1		2	2		1	4	2122416.66666667	2122416.66666667	530604.166666667	0	50233921	1739.50240973187
5023393	1	1	591	1	3	1						1	1	1	1	1	2	1	1		1	1	1	1	1		1		1	1	2	1	2	2	2	1	1	1	1		2	2		2	4	1841700	1841700	460425	0	50233931	2126.80384046285
5023393	2	1	591	2	2	1						1	1	1	1	1	2	1	2										1	1	2	1	2	2	2	1	1	1	1		2	2		2	3	689000	689000	229666.666666667	0	50233932	2126.80384046285
5023394	1	1	591	1	3	2						1	1	1	1	1	1	1	2										1	1	1	2	2	2	2	1	1	1	1		2	2		2	2	777000	777000	388500	0	50233941	1716.05145685966
5023395	1	1	591	1	4	2			1	1	1		1	1	1	1	1	1	1		1	1	1	1					1	1	1	1	1	1	1	1	1	1	1		2	2		1	2	1239000	1239000	619500	0	50233951	2029.94052957742
5023396	1	1	591	1	4	3						1	1	1	1	2	1	1	1		1			1					1	1	1	1	1	2	2	1	1	2	1		2	2		2	4	3526333.33333333	3526333.33333333	881583.333333333	0	50233961	1893.27602115602
5023397	1	1	591	1	3	2						1	1	1	1	1	1	1	2										1	1	1	2	2	2	2	1	1	1	1		2	2		2	3	1021600	1021600	340533.333333333	0	50233971	1557.14695512587
5023398	1	1	591	1	4	3						1	1	1	1	1	1	1	1		1	1	1	1					1	1	1	1	1	2	2	1	1	1	1		2	2		2	4	1582066.66666667	1582066.66666667	395516.666666667	0	50233981	2282.66506863481
5023399	1	1	591	1	3	1						1	1	1	1	1	1	1	2										1	1	2	2	2	2	2	1	1	1	5	1				2	1	1000000	1000000	1000000	0	50233991	2192.12920846498
